id,name,type,maintenance_responsibility,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
11470988,Thomas Park,Park,Parks - Northern,https://tools.wprdc.org/images/pittsburgh/parks/Thomas_Park.jpg,Central Business District,6,1,42003020100,6,1,2,1-4,40.43649821,-79.998994
1643702639,Townsend Park,Park,Parks - Western,https://tools.wprdc.org/images/pittsburgh/parks/Townsend_Park.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44306337,-80.04015048
1504989458,Tropical Park,Park,Parks - Southern,https://tools.wprdc.org/images/pittsburgh/parks/Tropical_Park.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.42226124,-80.02399069
1233709867,Troy Hill Citizen's Park,Park,Parks - Northern,https://tools.wprdc.org/images/pittsburgh/parks/Troy_Hill_Citizen's_Park.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46322683,-79.98371492
1897479805,Tustin Park,Park,Parks - Schenley,https://tools.wprdc.org/images/pittsburgh/parks/Tustin_Park.jpg,Bluff,6,1,42003010300,3,1,2,2-1,40.43669354,-79.97660331
1460991055,Tuxedo Street Skate Park,Park,Parks - Western,https://tools.wprdc.org/images/pittsburgh/parks/Tuxedo_Street_Skate_Park.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45336555,-80.06651605
1952724428,Vanucci Park,Park,Parks - Southern,,Beechview,4,19,42003191600,5,19,6,4-28,40.41481051,-80.01784295
718054164,Venson Park,Park,Parks - Southern,https://tools.wprdc.org/images/pittsburgh/parks/Venson_Park.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41637439,-80.00468196
1068803176,Vietnam Island,Monument/Memorial,3rd Division,https://tools.wprdc.org/images/pittsburgh/parks/Vietnam_Island.jpg,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.4379178,-79.91262722
1592511807,Vincennes Park,Park,Parks - Schenley,https://tools.wprdc.org/images/pittsburgh/parks/Vincennes_Park.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4510397,-79.9673478
1820301075,Volunteers Park,Park,Parks - Southern,,Carrick,4,29,42003290100,3,29,3,4-23,40.39701666,-79.9934226
656759119,Wabash Park,Park,Parks - Western,,West End,2,20,42003562600,5,20,6,1-17,40.43897911,-80.03412032
619762270,Warrington Park,Park,Parks - Southern,,Beltzhoover,3,18,42003562400,5,18,3,4-5,40.42140834,-80.00139497
691951672,Washburn Square Park,Park,Parks - Northern,https://tools.wprdc.org/images/pittsburgh/parks/Washburn_Square_Park.jpg,Marshall-Shadeland,1,27,42003270400,1,27,1,1-14,40.46705639,-80.03115145
2137736333,Washington's Landing Park,Park,Parks - Northern,,Troy Hill,1,24,42003240600,6,24,1,1-1,40.46875489,-79.97382231
660130896,West End Park,Park,Parks - Western,,Elliott,2,20,42003562600,5,20,6,1-17,40.43671267,-80.03709173
760994158,West End Healthy Active Living Center,Building Grounds,Parks - Western,,West End,2,20,42003562600,5,20,6,1-17,40.43874131,-80.03485047
1849203338,West End-Elliott Overlook Park,Park,Parks - Western,,Elliott,2,20,42003562600,5,20,6,1-17,40.44633237,-80.03370281
913738654,West Penn Park,Park,Parks - Schenley,https://tools.wprdc.org/images/pittsburgh/parks/West_Penn_Park.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45489769,-79.97156265
2031115592,Westinghouse Park,Park,Parks - Eastern,,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45300557,-79.90275792
168281601,Westwood Island,Traffic Island/Median,5th Division,,Westwood,2,28,42003563100,5,28,6,1-18,40.43783417,-80.0538914
497574815,Westwood School Park,Park,Parks - Western,,Westwood,2,28,42003563100,5,28,6,1-18,40.43059252,-80.05016512
420525223,Wightman Park,Park,Parks - Eastern,,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44333007,-79.92706601
1655151232,Windermere Circle 1 & 2,Traffic Island/Median,3rd Division,,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42287463,-79.90192392
821363109,Winters Park,Park,Parks - Southern,,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42266736,-79.98144463
1460363095,Woods Run Park,Park,Parks - Northern,https://tools.wprdc.org/images/pittsburgh/parks/Woods_Run_Park.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47638344,-80.02925326
930068146,Young Field Park,Park,Parks - Northern,,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47296315,-80.03276848
1127012019,Zulema Park,Park,Parks - Schenley,,Central Oakland,3,4,42003040500,3,4,4,2-14,40.43569298,-79.95704807
1719897212,Liberty Green Park,Park,Parks - Northeast,,East Liberty,9,11,42003111500,2,11,5,3-10,40.46277314,-79.91931377
1305573349,Esser Plaza Park,Open Space,Parks - Southern,,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42856429,-79.98623858
